source,question,answer,img_id,question_norm,question_type,answer_type
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmls5xr071uhyv8887o,are there any abnormalities in the image check all that are present,Yes/No,Token
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; yellow; white,cla820gmls5xr071uhyv8887o,what color is the abnormality if more than one separate with,Color,List
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gmls5xr071uhyv8887o,are there any instruments in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,Is there text?,yes,cla820gmls5xr071uhyv8887o,is there text,Yes/No,Yes/No
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gmls5xr071uhyv8887o,have all polyps been removed,Yes/No,Token
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gmls5xr071uhyv8887o,where in the image is the instrument,Location,None/NA
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gmls5xr071uhyv8887o,is this finding easy to detect,Yes/No,Yes/No
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gmls5xr071uhyv8887o,where in the image is the abnormality,Location,List
Ulcerative Colitis,How many polyps are in the image?,0,cla820gmls5xr071uhyv8887o,how many polyps are in the image,Counting,Numeric
Ulcerative Colitis,How many findings are present?,1,cla820gmls5xr071uhyv8887o,how many findings are present,Counting,Numeric
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gmls5xr071uhyv8887o,how many instrumnets are in the image,Counting,Numeric
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gmls5xr071uhyv8887o,is there a green black box artefact,Yes/No,Yes/No
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,cla820gmls5xv071u4iiz09gv,where in the image is the abnormality,Location,List
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gmls5xv071u4iiz09gv,what type of procedure is the image taken from,Entity,Token
Ulcerative Colitis,How many findings are present?,2,cla820gmls5xv071u4iiz09gv,how many findings are present,Counting,Numeric
Ulcerative Colitis,What is the size of the polyp?,none,cla820gmls5xv071u4iiz09gv,what is the size of the polyp,Entity,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gmls5xv071u4iiz09gv,have all polyps been removed,Yes/No,Token
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gmls5xv071u4iiz09gv,where in the image is the instrument,Location,None/NA
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gmls5xv071u4iiz09gv,are there any instruments in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820gmls5xv071u4iiz09gv,are there any anatomical landmarks in the image check all that are present,Yes/No,Token
Ulcerative Colitis,Where in the image is the anatomical landmark?,center-left; upper-left,cla820gmls5xv071u4iiz09gv,where in the image is the anatomical landmark,Location,List
Ulcerative Colitis,Is there a green/black box artefact?,yes,cla820gmls5xv071u4iiz09gv,is there a green black box artefact,Yes/No,Yes/No
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gmls5xv071u4iiz09gv,is this finding easy to detect,Yes/No,Yes/No
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; yellow; white,cla820gmls5xv071u4iiz09gv,what color is the abnormality if more than one separate with,Color,List
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmls5xv071u4iiz09gv,are there any abnormalities in the image check all that are present,Yes/No,Token
Ulcerative Colitis,What type of polyp is present?,none,cla820gmls5xv071u4iiz09gv,what type of polyp is present,Entity,None/NA
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gmls5xv071u4iiz09gv,how many instrumnets are in the image,Counting,Numeric
Ulcerative Colitis,Is there text?,yes,cla820gmls5xv071u4iiz09gv,is there text,Yes/No,Yes/No
Ulcerative Colitis,How many polyps are in the image?,0,cla820gmls5xv071u4iiz09gv,how many polyps are in the image,Counting,Numeric
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gmls5xz071u4jk39r9t,where in the image is the instrument,Location,None/NA
Ulcerative Colitis,What is the size of the polyp?,none,cla820gmls5xz071u4jk39r9t,what is the size of the polyp,Entity,None/NA
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gmls5xz071u4jk39r9t,how many instrumnets are in the image,Counting,Numeric
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; yellow; white; green,cla820gmls5xz071u4jk39r9t,what color is the abnormality if more than one separate with,Color,List
Ulcerative Colitis,Is there a green/black box artefact?,yes,cla820gmls5xz071u4jk39r9t,is there a green black box artefact,Yes/No,Yes/No
Ulcerative Colitis,What type of polyp is present?,none,cla820gmls5xz071u4jk39r9t,what type of polyp is present,Entity,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820gmls5xz071u4jk39r9t,how many findings are present,Counting,Numeric
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gmls5xz071u4jk39r9t,are there any instruments in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gmls5xz071u4jk39r9t,are there any anatomical landmarks in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,Is there text?,yes,cla820gmls5xz071u4jk39r9t,is there text,Yes/No,Yes/No
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gmls5xz071u4jk39r9t,what type of procedure is the image taken from,Entity,Token
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmls5xz071u4jk39r9t,are there any abnormalities in the image check all that are present,Yes/No,Token
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gmls5xz071u4jk39r9t,is this finding easy to detect,Yes/No,Yes/No
Ulcerative Colitis,How many polyps are in the image?,0,cla820gmls5xz071u4jk39r9t,how many polyps are in the image,Counting,Numeric
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,cla820gmls5xz071u4jk39r9t,where in the image is the abnormality,Location,List
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gmls5xz071u4jk39r9t,where in the image is the anatomical landmark,Location,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gmls5xz071u4jk39r9t,have all polyps been removed,Yes/No,Token
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmls5y3071ufytcckxb,are there any abnormalities in the image check all that are present,Yes/No,Token
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gmls5y3071ufytcckxb,are there any instruments in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gmls5y3071ufytcckxb,have all polyps been removed,Yes/No,Token
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820gmls5y3071ufytcckxb,are there any anatomical landmarks in the image check all that are present,Yes/No,Token
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gmls5y3071ufytcckxb,what type of procedure is the image taken from,Entity,Token
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gmls5y3071ufytcckxb,how many instrumnets are in the image,Counting,Numeric
Ulcerative Colitis,How many findings are present?,1,cla820gmls5y3071ufytcckxb,how many findings are present,Counting,Numeric
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gmls5y3071ufytcckxb,is there a green black box artefact,Yes/No,Yes/No
Ulcerative Colitis,What type of polyp is present?,none,cla820gmls5y3071ufytcckxb,what type of polyp is present,Entity,None/NA
Ulcerative Colitis,How many polyps are in the image?,0,cla820gmls5y3071ufytcckxb,how many polyps are in the image,Counting,Numeric
Ulcerative Colitis,Where in the image is the anatomical landmark?,center-right; lower-rigth; upper-right,cla820gmls5y3071ufytcckxb,where in the image is the anatomical landmark,Location,List
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gmls5y3071ufytcckxb,where in the image is the abnormality,Location,List
Ulcerative Colitis,Is there text?,yes,cla820gmls5y3071ufytcckxb,is there text,Yes/No,Yes/No
Ulcerative Colitis,What is the size of the polyp?,none,cla820gmls5y3071ufytcckxb,what is the size of the polyp,Entity,None/NA
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; yellow; white,cla820gmls5y3071ufytcckxb,what color is the abnormality if more than one separate with,Color,List
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gmls5y3071ufytcckxb,is this finding easy to detect,Yes/No,Yes/No
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gmls5y3071ufytcckxb,where in the image is the instrument,Location,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820gmls5y7071u6sa46fd2,how many findings are present,Counting,Numeric
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gmls5y7071u6sa46fd2,are there any abnormalities in the image check all that are present,Yes/No,Token
Ulcerative Colitis,Is there text?,yes,cla820gmls5y7071u6sa46fd2,is there text,Yes/No,Yes/No
Ulcerative Colitis,What is the size of the polyp?,none,cla820gmls5y7071u6sa46fd2,what is the size of the polyp,Entity,None/NA
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gmls5y7071u6sa46fd2,where in the image is the instrument,Location,None/NA
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gmls5y7071u6sa46fd2,is there a green black box artefact,Yes/No,Yes/No
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,yellow; white; pink; red,cla820gmls5y7071u6sa46fd2,what color is the abnormality if more than one separate with,Color,List
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gmls5y7071u6sa46fd2,how many instrumnets are in the image,Counting,Numeric
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gmls5y7071u6sa46fd2,is this finding easy to detect,Yes/No,Yes/No
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gmls5y7071u6sa46fd2,have all polyps been removed,Yes/No,Token
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gmls5y7071u6sa46fd2,what type of procedure is the image taken from,Entity,Token
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gmls5y7071u6sa46fd2,where in the image is the abnormality,Location,List
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gmls5y7071u6sa46fd2,are there any anatomical landmarks in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,What type of polyp is present?,none,cla820gmls5y7071u6sa46fd2,what type of polyp is present,Entity,None/NA
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gmls5y7071u6sa46fd2,where in the image is the anatomical landmark,Location,None/NA
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gmls5y7071u6sa46fd2,are there any instruments in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,How many polyps are in the image?,0,cla820gmls5y7071u6sa46fd2,how many polyps are in the image,Counting,Numeric
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gmls5yb071ugt229jm2,where in the image is the anatomical landmark,Location,None/NA
Ulcerative Colitis,What is the size of the polyp?,none,cla820gmls5yb071ugt229jm2,what is the size of the polyp,Entity,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820gmls5yb071ugt229jm2,how many findings are present,Counting,Numeric
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white; grey,cla820gmls5yb071ugt229jm2,what color is the abnormality if more than one separate with,Color,List
