split,img_id,image_path,question,answer,question_type,answer_type,orig_height,orig_width
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,Is there text?,no,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,How many instrumnets are in the image?,0,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,How many findings are present?,1,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,What color is the abnormality? If more than one separate with ;,pink; red,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,Have all polyps been removed?,not relevant,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,What is the size of the polyp?,none,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,Where in the image is the instrument?,none,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,Is this finding easy to detect?,yes,,,576,720
validation,cla820gmrs66f071u2e0m0unl,out/images/raw/cla820gmrs66f071u2e0m0unl.jpg,Is there a green/black box artefact?,yes,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,What is the size of the polyp?,none,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,How many findings are present?,1,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,Have all polyps been removed?,not relevant,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,Where in the image is the instrument?,none,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,Where in the image is the anatomical landmark?,none,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,Is there a green/black box artefact?,yes,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,How many instrumnets are in the image?,0,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,How many polyps are in the image?,0,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,What type of polyp is present?,none,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,Is this finding easy to detect?,yes,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720
train,cla820gmrs66j071uaka934t9,out/images/raw/cla820gmrs66j071uaka934t9.jpg,Is there text?,yes,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,What type of polyp is present?,none,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,How many polyps are in the image?,0,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,Is there a green/black box artefact?,yes,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,How many findings are present?,1,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,Where in the image is the anatomical landmark?,none,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,Where in the image is the instrument?,none,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,Is this finding easy to detect?,yes,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,How many instrumnets are in the image?,0,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,What is the size of the polyp?,none,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,Is there text?,yes,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,Have all polyps been removed?,not relevant,,,576,720
train,cla820gmrs66n071u430dgpmx,out/images/raw/cla820gmrs66n071u430dgpmx.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,What type of polyp is present?,none,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,Where in the image is the anatomical landmark?,none,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,What is the size of the polyp?,none,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,Have all polyps been removed?,not relevant,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,How many findings are present?,1,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,How many instrumnets are in the image?,0,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,How many polyps are in the image?,0,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,Where in the image is the instrument?,none,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,Is this finding easy to detect?,yes,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,Is there a green/black box artefact?,yes,,,576,720
train,cla820gmrs66r071u8n7g1xdn,out/images/raw/cla820gmrs66r071u8n7g1xdn.jpg,Is there text?,yes,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,How many polyps are in the image?,0,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,What is the size of the polyp?,none,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,Where in the image is the instrument?,none,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,Is there a green/black box artefact?,no,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,How many instrumnets are in the image?,0,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,What type of polyp is present?,none,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,Have all polyps been removed?,not relevant,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,Is there text?,yes,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,Is this finding easy to detect?,yes,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,How many findings are present?,1,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720
train,cla820gmrs66v071ubwic2vyi,out/images/raw/cla820gmrs66v071ubwic2vyi.jpg,Where in the image is the anatomical landmark?,none,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,How many polyps are in the image?,0,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,What type of polyp is present?,none,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,Have all polyps been removed?,not relevant,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,Where in the image is the anatomical landmark?,none,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,Is there text?,yes,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,What is the size of the polyp?,none,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,Where in the image is the instrument?,none,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,How many findings are present?,1,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,How many instrumnets are in the image?,0,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,Is there a green/black box artefact?,yes,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,Is this finding easy to detect?,yes,,,576,720
train,cla820gmrs66z071ubq3f9zbr,out/images/raw/cla820gmrs66z071ubq3f9zbr.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,Is there text?,yes,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,Have all polyps been removed?,not relevant,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,What type of polyp is present?,none,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,Where in the image is the anatomical landmark?,none,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,How many polyps are in the image?,0,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,Where in the image is the instrument?,none,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,Is this finding easy to detect?,yes,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,What is the size of the polyp?,none,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,How many findings are present?,1,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,How many instrumnets are in the image?,0,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,Is there a green/black box artefact?,yes,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720
train,cla820gmrs673071u7ssu6oad,out/images/raw/cla820gmrs673071u7ssu6oad.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
test,cla820gmss677071u0i2h5sav,out/images/raw/cla820gmss677071u0i2h5sav.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720
test,cla820gmss677071u0i2h5sav,out/images/raw/cla820gmss677071u0i2h5sav.jpg,Have all polyps been removed?,not relevant,,,576,720
test,cla820gmss677071u0i2h5sav,out/images/raw/cla820gmss677071u0i2h5sav.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720
test,cla820gmss677071u0i2h5sav,out/images/raw/cla820gmss677071u0i2h5sav.jpg,How many findings are present?,2,,,576,720
test,cla820gmss677071u0i2h5sav,out/images/raw/cla820gmss677071u0i2h5sav.jpg,Is there text?,yes,,,576,720
test,cla820gmss677071u0i2h5sav,out/images/raw/cla820gmss677071u0i2h5sav.jpg,How many polyps are in the image?,0,,,576,720
test,cla820gmss677071u0i2h5sav,out/images/raw/cla820gmss677071u0i2h5sav.jpg,What color is the abnormality? If more than one separate with ;,pink; red; yellow,,,576,720
test,cla820gmss677071u0i2h5sav,out/images/raw/cla820gmss677071u0i2h5sav.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720
test,cla820gmss677071u0i2h5sav,out/images/raw/cla820gmss677071u0i2h5sav.jpg,Are there any anatomical landmarks in the image? Check all that are present.,cecum,,,576,720
test,cla820gmss677071u0i2h5sav,out/images/raw/cla820gmss677071u0i2h5sav.jpg,What type of polyp is present?,none,,,576,720
test,cla820gmss677071u0i2h5sav,out/images/raw/cla820gmss677071u0i2h5sav.jpg,Is this finding easy to detect?,no,,,576,720
test,cla820gmss677071u0i2h5sav,out/images/raw/cla820gmss677071u0i2h5sav.jpg,How many instrumnets are in the image?,0,,,576,720
