source,question,answer,img_id
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gn6s6mv071uewiqd3xo
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gn6s6mv071uewiqd3xo
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,Is there text?,yes,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,How many polyps are in the image?,0,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,What type of polyp is present?,none,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,What is the size of the polyp?,none,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,How many findings are present?,1,cla820gn7s6mz071u3ofuh8bs
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gn7s6n3071udc5324za
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gn7s6n3071udc5324za
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gn7s6n3071udc5324za
Ulcerative Colitis,Is there text?,yes,cla820gn7s6n3071udc5324za
Ulcerative Colitis,How many findings are present?,1,cla820gn7s6n3071udc5324za
Ulcerative Colitis,What type of polyp is present?,none,cla820gn7s6n3071udc5324za
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gn7s6n3071udc5324za
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gn7s6n3071udc5324za
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gn7s6n3071udc5324za
Ulcerative Colitis,What is the size of the polyp?,none,cla820gn7s6n3071udc5324za
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gn7s6n3071udc5324za
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gn7s6n3071udc5324za
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gn7s6n3071udc5324za
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gn7s6n3071udc5324za
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gn7s6n3071udc5324za
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gn7s6n3071udc5324za
Ulcerative Colitis,How many polyps are in the image?,0,cla820gn7s6n3071udc5324za
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,How many findings are present?,1,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,What is the size of the polyp?,none,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,How many polyps are in the image?,0,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,Is there text?,yes,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,What type of polyp is present?,none,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gn7s6n7071ud7xg2k8v
Ulcerative Colitis,Is there text?,yes,cla820gn7s6nb071u382u7155
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gn7s6nb071u382u7155
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gn7s6nb071u382u7155
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gn7s6nb071u382u7155
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gn7s6nb071u382u7155
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gn7s6nb071u382u7155
Ulcerative Colitis,How many polyps are in the image?,0,cla820gn7s6nb071u382u7155
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gn7s6nb071u382u7155
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gn7s6nb071u382u7155
Ulcerative Colitis,What is the size of the polyp?,none,cla820gn7s6nb071u382u7155
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gn7s6nb071u382u7155
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gn7s6nb071u382u7155
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gn7s6nb071u382u7155
Ulcerative Colitis,How many findings are present?,1,cla820gn7s6nb071u382u7155
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gn7s6nb071u382u7155
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gn7s6nb071u382u7155
Ulcerative Colitis,What type of polyp is present?,none,cla820gn7s6nb071u382u7155
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,How many findings are present?,1,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,What type of polyp is present?,none,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,Is there text?,yes,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,How many polyps are in the image?,0,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,What is the size of the polyp?,none,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gn7s6nf071u7txg9xwi
Ulcerative Colitis,What type of polyp is present?,none,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,Is there text?,yes,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,What is the size of the polyp?,none,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,How many polyps are in the image?,0,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,How many findings are present?,1,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gn7s6nj071u6ox5563e
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,What is the size of the polyp?,none,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,What type of polyp is present?,none,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,How many polyps are in the image?,0,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,How many findings are present?,1,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,Is there text?,yes,cla820gn7s6nn071u689g17m8
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,What type of polyp is present?,none,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,How many findings are present?,1,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,What is the size of the polyp?,none,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,Is there text?,yes,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,How many polyps are in the image?,0,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white; brown,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,Is there a green/black box artefact?,yes,cla820gn7s6nr071u0onh2amg
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,How many findings are present?,1,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,What type of polyp is present?,none,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,Is there text?,yes,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,How many polyps are in the image?,0,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,What is the size of the polyp?,none,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white; brown,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gn7s6nv071udtpk00fo
Ulcerative Colitis,Is there text?,yes,cla820gn7s6nz071ucibt4ct0
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gn7s6nz071ucibt4ct0
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gn7s6nz071ucibt4ct0
Ulcerative Colitis,How many polyps are in the image?,0,cla820gn7s6nz071ucibt4ct0
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gn7s6nz071ucibt4ct0
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gn7s6nz071ucibt4ct0
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gn7s6nz071ucibt4ct0
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gn7s6nz071ucibt4ct0
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white; brown,cla820gn7s6nz071ucibt4ct0
Ulcerative Colitis,What is the size of the polyp?,none,cla820gn7s6nz071ucibt4ct0
Ulcerative Colitis,How many findings are present?,1,cla820gn7s6nz071ucibt4ct0
