source,question,answer,img_id,question_type,question_norm,answer_type
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glvs4zj071uh60z79xm,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820glvs4zj071uh60z79xm,Counting,how many findings are present,Numeric
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glvs4zj071uh60z79xm,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glvs4zj071uh60z79xm,Location,where in the image is the abnormality,List
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glvs4zj071uh60z79xm,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glvs4zj071uh60z79xm,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glvs4zj071uh60z79xm,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glvs4zj071uh60z79xm,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Is there text?,yes,cla820glvs4zj071uh60z79xm,Yes/No,is there text,Yes/No
Ulcerative Colitis,What type of polyp is present?,none,cla820glvs4zj071uh60z79xm,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glvs4zj071uh60z79xm,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glvs4zj071uh60z79xm,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820glvs4zj071uh60z79xm,Yes/No,are there any anatomical landmarks in the image? check all that are present,None/NA
Ulcerative Colitis,What is the size of the polyp?,none,cla820glvs4zj071uh60z79xm,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820glvs4zj071uh60z79xm,Location,where in the image is the anatomical landmark,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glvs4zn071u8dpb59co,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glvs4zn071u8dpb59co,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glvs4zn071u8dpb59co,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glvs4zn071u8dpb59co,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820glvs4zn071u8dpb59co,Counting,how many findings are present,Numeric
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820glvs4zn071u8dpb59co,Yes/No,are there any anatomical landmarks in the image? check all that are present,Token
Ulcerative Colitis,Where in the image is the anatomical landmark?,center,cla820glvs4zn071u8dpb59co,Location,where in the image is the anatomical landmark,Token
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glvs4zn071u8dpb59co,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glvs4zn071u8dpb59co,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glvs4zn071u8dpb59co,Location,where in the image is the abnormality,List
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glvs4zn071u8dpb59co,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,How many polyps are in the image?,0,cla820glvs4zn071u8dpb59co,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,What type of polyp is present?,none,cla820glvs4zn071u8dpb59co,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,What is the size of the polyp?,none,cla820glvs4zn071u8dpb59co,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glvs4zn071u8dpb59co,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glvs4zn071u8dpb59co,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,Is there text?,yes,cla820glvs4zn071u8dpb59co,Yes/No,is there text,Yes/No
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glvs4zr071u0uk12gji,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Is there text?,yes,cla820glvs4zr071u0uk12gji,Yes/No,is there text,Yes/No
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glvs4zr071u0uk12gji,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glvs4zr071u0uk12gji,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820glvs4zr071u0uk12gji,Location,where in the image is the anatomical landmark,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glvs4zr071u0uk12gji,Location,where in the image is the abnormality,List
Ulcerative Colitis,Is this finding easy to detect?,no,cla820glvs4zr071u0uk12gji,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glvs4zr071u0uk12gji,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glvs4zr071u0uk12gji,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820glvs4zr071u0uk12gji,Yes/No,are there any anatomical landmarks in the image? check all that are present,None/NA
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glvs4zr071u0uk12gji,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,What type of polyp is present?,none,cla820glvs4zr071u0uk12gji,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,What is the size of the polyp?,none,cla820glvs4zr071u0uk12gji,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glvs4zr071u0uk12gji,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,How many polyps are in the image?,0,cla820glvs4zr071u0uk12gji,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,How many findings are present?,1,cla820glvs4zr071u0uk12gji,Counting,how many findings are present,Numeric
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glvs4zr071u0uk12gji,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glvs4zv071u65ys033y,Location,where in the image is the abnormality,List
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glvs4zv071u65ys033y,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glvs4zv071u65ys033y,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glvs4zv071u65ys033y,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,What type of polyp is present?,none,cla820glvs4zv071u65ys033y,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glvs4zv071u65ys033y,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glvs4zv071u65ys033y,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,What is the size of the polyp?,none,cla820glvs4zv071u65ys033y,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820glvs4zv071u65ys033y,Yes/No,are there any anatomical landmarks in the image? check all that are present,None/NA
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glvs4zv071u65ys033y,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glvs4zv071u65ys033y,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,How many polyps are in the image?,0,cla820glvs4zv071u65ys033y,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820glvs4zv071u65ys033y,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,How many findings are present?,1,cla820glvs4zv071u65ys033y,Counting,how many findings are present,Numeric
Ulcerative Colitis,Is there text?,yes,cla820glvs4zv071u65ys033y,Yes/No,is there text,Yes/No
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glvs4zv071u65ys033y,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820glvs4zv071u65ys033y,Location,where in the image is the anatomical landmark,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820glvs4zz071u0v2zdenk,Counting,how many findings are present,Numeric
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820glvs4zz071u0v2zdenk,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,Where in the image is the anatomical landmark?,upper-center,cla820glvs4zz071u0v2zdenk,Location,where in the image is the anatomical landmark,Token
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820glvs4zz071u0v2zdenk,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,What type of polyp is present?,none,cla820glvs4zz071u0v2zdenk,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820glvs4zz071u0v2zdenk,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glvs4zz071u0v2zdenk,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,cecum,cla820glvs4zz071u0v2zdenk,Yes/No,are there any anatomical landmarks in the image? check all that are present,Token
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820glvs4zz071u0v2zdenk,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820glvs4zz071u0v2zdenk,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,How many polyps are in the image?,0,cla820glvs4zz071u0v2zdenk,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820glvs4zz071u0v2zdenk,Location,where in the image is the abnormality,List
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820glvs4zz071u0v2zdenk,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,Where in the image is the instrument?,none,cla820glvs4zz071u0v2zdenk,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Is there text?,yes,cla820glvs4zz071u0v2zdenk,Yes/No,is there text,Yes/No
Ulcerative Colitis,What is the size of the polyp?,none,cla820glvs4zz071u0v2zdenk,Entity,what is the size of the polyp,None/NA
